date,entry_time,slot,session,direction,w1a_rules,w1a_extra,w1a_clipped,w1a_applied,strategy_krw,remaining_krw,actual_krw,cut_krw,budget_capped,expo_capped,qty,entry_price,notional_krw,net_pct,pnl_krw,exit_time,exit_reason,day_used_after
20260811,2026-08-11T09:54:00+09:00,2,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,1417,7055.0,9996935.0,-2.144437,-214377.97300595,2026-08-11T10:03:00+09:00,TIME_WINDOW_STOP_LOSS,20000000.0
20260811,2026-08-11T11:51:00+09:00,3,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,10000000.0,10000000.0,0.0,False,False,1358,7360.0,9994880.0,2.150815,214971.37827200003,2026-08-11T13:24:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,30000000.0
20260812,2026-08-12T09:48:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,950,10520.0,9994000.0,-0.897719,-89718.03686000001,2026-08-12T10:33:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260813,2026-08-13T09:45:00+09:00,1,MORNING,DOWN_BLUE,0.8,1.0,0.8,0.8,8000000.0,30000000.0,8000000.0,0.0,False,False,929,8610.0,7998690.0,-2.585947,-206841.8840943,2026-08-13T09:51:00+09:00,TIME_WINDOW_STOP_LOSS,8000000.0
20260813,2026-08-13T12:00:00+09:00,2,AFTERNOON,UP_RED,0.96,1.0,0.96,0.96,9600000.0,22000000.0,9600000.0,0.0,False,False,1013,9475.0,9598175.0,0.648443,62238.693915250005,2026-08-13T13:15:00+09:00,EARLY_TAKE_PROFIT,17600000.0
20260813,2026-08-13T14:24:00+09:00,3,AFTERNOON,DOWN_BLUE,1.2,1.0,1.2,1.2,12000000.0,12400000.0,12000000.0,0.0,False,False,1417,8465.0,11994905.0,3.216302,385792.3694131,2026-08-13T15:00:00+09:00,FORCED_LIQUIDATION,29600000.0
20260814,2026-08-14T09:51:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1287,7770.0,9999990.0,3.859279,385927.5140721,2026-08-14T10:25:00+09:00,TIME_WINDOW_TP2_FULL,10000000.0
20260814,2026-08-14T13:06:00+09:00,2,AFTERNOON,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,1222,8180.0,9995960.0,-1.31198,-131144.996008,2026-08-14T13:15:00+09:00,TIME_WINDOW_STOP_LOSS,20000000.0
20260818,2026-08-18T09:06:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,912,10960.0,9995520.0,2.645985,264479.959872,2026-08-18T09:57:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260818,2026-08-18T09:57:00+09:00,2,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,1457,6860.0,9995020.0,3.873265,387133.61140299996,2026-08-18T10:45:00+09:00,TIME_WINDOW_TP2_FULL,20000000.0
20260819,2026-08-19T09:09:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1077,9280.0,9994560.0,0.448599,44835.4962144,2026-08-19T09:30:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260819,2026-08-19T09:30:00+09:00,2,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,1219,8200.0,9995800.0,4.82239,482036.45962000004,2026-08-19T10:06:00+09:00,TIME_WINDOW_TP2_FULL,20000000.0
20260819,2026-08-19T11:09:00+09:00,3,AFTERNOON,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,10000000.0,10000000.0,0.0,False,False,1085,9210.0,9992850.0,0.995223,99451.1415555,2026-08-19T12:54:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,30000000.0
20260820,2026-08-20T09:24:00+09:00,1,MORNING,UP_RED,0.8,1.0,0.8,0.8,8000000.0,30000000.0,8000000.0,0.0,False,False,853,9370.0,7992610.0,4.44365,355163.614265,2026-08-20T10:24:00+09:00,PP_EXIT,8000000.0
20260820,2026-08-20T10:42:00+09:00,2,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,22000000.0,10000000.0,0.0,False,False,992,10080.0,9999360.0,0.257044,25702.754918399998,2026-08-20T11:15:00+09:00,OPPOSITE_SIGNAL,18000000.0
20260820,2026-08-20T12:21:00+09:00,3,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,12000000.0,10000000.0,0.0,False,False,990,10100.0,9999000.0,1.394554,139441.45446,2026-08-20T13:39:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,28000000.0
20260821,2026-08-21T09:09:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,982,10180.0,9996760.0,8.403143,840042.0381668,2026-08-21T09:51:00+09:00,TIME_WINDOW_TP2_FULL,10000000.0
20260821,2026-08-21T10:12:00+09:00,2,MORNING,DOWN_BLUE,0.8,1.0,0.8,0.8,8000000.0,20000000.0,8000000.0,0.0,False,False,1216,6575.0,7995200.0,-1.382205,-110510.05416,2026-08-21T10:18:00+09:00,TIME_WINDOW_STOP_LOSS,18000000.0
20260821,2026-08-21T10:21:00+09:00,3,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,12000000.0,10000000.0,0.0,False,False,905,11045.0,9995725.0,-2.397737,-239671.19674324998,2026-08-21T10:33:00+09:00,OPPOSITE_SIGNAL,28000000.0
20260824,2026-08-24T09:57:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,915,10925.0,9996375.0,-2.194325,-219352.95571875002,2026-08-24T10:36:00+09:00,TIME_WINDOW_STOP_LOSS,10000000.0
20260824,2026-08-24T10:39:00+09:00,2,MORNING,DOWN_BLUE,1.2,1.0,1.2,1.2,12000000.0,20000000.0,12000000.0,0.0,False,False,1804,6650.0,11996600.0,3.367068,403933.679688,2026-08-24T11:30:00+09:00,PP_EXIT,22000000.0
20260825,2026-08-25T09:06:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1250,8000.0,10000000.0,-0.339875,-33987.5,2026-08-25T09:33:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260825,2026-08-25T09:33:00+09:00,2,MORNING,UP_RED,0.8,1.0,0.8,0.8,8000000.0,20000000.0,8000000.0,0.0,False,False,908,8805.0,7994940.0,-0.317093,-25351.3950942,2026-08-25T09:48:00+09:00,EARLY_TAKE_PROFIT,18000000.0
20260825,2026-08-25T12:15:00+09:00,3,AFTERNOON,UP_RED,0.8,1.0,0.8,0.8,8000000.0,12000000.0,8000000.0,0.0,False,False,890,8985.0,7996650.0,4.13734,330848.59911,2026-08-25T13:04:00+09:00,TIME_WINDOW_AFTERNOON_TP,26000000.0
20260826,2026-08-26T09:24:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,977,10235.0,9999595.0,-0.822472,-82243.8689884,2026-08-26T09:30:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260826,2026-08-26T09:30:00+09:00,2,MORNING,DOWN_BLUE,0.8,1.0,0.8,0.8,8000000.0,20000000.0,8000000.0,0.0,False,False,1142,7005.0,7999710.0,0.766167,61291.1381157,2026-08-26T10:12:00+09:00,EARLY_TAKE_PROFIT,18000000.0
20260826,2026-08-26T10:21:00+09:00,3,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,12000000.0,10000000.0,0.0,False,False,986,10140.0,9998040.0,-1.81499,-181463.42619600001,2026-08-26T10:27:00+09:00,TIME_WINDOW_STOP_LOSS,28000000.0
20260827,2026-08-27T09:36:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1510,6620.0,9996200.0,1.706767,170611.842854,2026-08-27T10:06:00+09:00,TIME_WINDOW_TRAILING_STOP,10000000.0
20260827,2026-08-27T10:30:00+09:00,2,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,944,10585.0,9992240.0,1.893056,189158.6988544,2026-08-27T11:51:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,20000000.0
20260827,2026-08-27T13:39:00+09:00,3,AFTERNOON,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,10000000.0,10000000.0,0.0,False,False,1495,6685.0,9994075.0,2.377113,237570.45605475002,2026-08-27T15:00:00+09:00,FORCED_LIQUIDATION,30000000.0
20260828,2026-08-28T09:09:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1414,7070.0,9996980.0,-1.362518,-136210.6519564,2026-08-28T09:18:00+09:00,TIME_WINDOW_STOP_LOSS,10000000.0
20260828,2026-08-28T09:27:00+09:00,2,MORNING,UP_RED,0.96,1.0,0.96,0.96,9600000.0,20000000.0,9600000.0,0.0,False,False,934,10270.0,9592180.0,0.445278,42711.8672604,2026-08-28T09:57:00+09:00,EARLY_TAKE_PROFIT,19600000.0
20260828,2026-08-28T10:15:00+09:00,3,MORNING,DOWN_BLUE,1.2,1.0,1.2,1.04,12000000.0,10400000.0,10400000.0,1600000.0,True,True,1507,6900.0,10398300.0,1.141304,118676.21383200001,2026-08-28T11:39:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,30000000.0
20260831,2026-08-31T09:06:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1250,7995.0,9993750.0,-2.402877,-240137.52018750002,2026-08-31T09:12:00+09:00,TIME_WINDOW_STOP_LOSS,10000000.0
20260831,2026-08-31T09:18:00+09:00,2,MORNING,UP_RED,1.2,1.0,1.2,1.2,12000000.0,20000000.0,12000000.0,0.0,False,False,1328,9030.0,11991840.0,1.40443,168416.998512,2026-08-31T09:48:00+09:00,TIME_WINDOW_TRAILING_STOP,22000000.0
20260831,2026-08-31T10:06:00+09:00,3,MORNING,DOWN_BLUE,1.2,1.0,1.2,0.7999999999999998,12000000.0,8000000.0,8000000.0,4000000.0,True,True,1021,7835.0,7999535.0,-0.85552,-68437.621832,2026-08-31T10:33:00+09:00,OPPOSITE_SIGNAL,30000000.0
20260903,2026-09-03T09:18:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1325,7545.0,9997125.0,-2.077137,-207653.98231125,2026-09-03T10:33:00+09:00,TIME_WINDOW_STOP_LOSS,10000000.0
20260903,2026-09-03T11:00:00+09:00,2,AFTERNOON,DOWN_BLUE,1.2,1.0,1.2,1.2,12000000.0,20000000.0,12000000.0,0.0,False,False,1594,7525.0,11994850.0,-1.351894,-162157.657459,2026-09-04T09:03:00+09:00,TIME_WINDOW_STOP_LOSS,22000000.0
20260904,2026-09-04T10:03:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1355,7380.0,9999900.0,0.248509,24850.651491,2026-09-04T11:18:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260904,2026-09-04T11:18:00+09:00,2,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,1066,9380.0,9999080.0,0.762473,76240.28524839999,2026-09-04T12:42:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,20000000.0
20260907,2026-09-07T09:21:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1552,6440.0,9994880.0,0.297981,29782.8433728,2026-09-07T11:33:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260907,2026-09-07T11:33:00+09:00,2,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,946,10565.0,9994490.0,2.984856,298321.1344344,2026-09-07T13:42:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,20000000.0
20260908,2026-09-08T09:15:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,871,11480.0,9999080.0,2.347997,234778.0984276,2026-09-08T10:12:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260908,2026-09-08T10:12:00+09:00,2,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,1749,5715.0,9995535.0,-1.401925,-140129.90404875,2026-09-08T10:45:00+09:00,TIME_WINDOW_STOP_LOSS,20000000.0
20260908,2026-09-08T12:18:00+09:00,3,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,10000000.0,10000000.0,0.0,False,False,828,12065.0,9989820.0,-0.090012,-8992.0367784,2026-09-08T13:51:00+09:00,TIME_WINDOW_BREAKEVEN_STOP,30000000.0
20260909,2026-09-09T09:15:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,868,11520.0,9999360.0,5.810069,580969.7155584,2026-09-09T11:39:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,10000000.0
20260910,2026-09-10T14:27:00+09:00,1,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,834,11990.0,9999660.0,-0.006672,-667.1773152000001,2026-09-10T15:00:00+09:00,FORCED_LIQUIDATION,10000000.0
20260911,2026-09-11T09:18:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,921,10850.0,9992850.0,1.153641,115281.6146685,2026-09-11T11:45:00+09:00,WHIPSAW_WATCH_DETERIORATION_EXIT,10000000.0
20260911,2026-09-11T14:48:00+09:00,2,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,887,11267.0,9993829.0,1.311707,131089.75456103,2026-09-11T15:00:00+09:00,FORCED_LIQUIDATION,20000000.0
20260914,2026-09-14T09:30:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,980,10200.0,9996000.0,-1.804902,-180418.00392000002,2026-09-14T10:06:00+09:00,TIME_WINDOW_STOP_LOSS,10000000.0
20260915,2026-09-15T09:27:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,988,10120.0,9998560.0,-1.324605,-132441.42568800002,2026-09-15T09:57:00+09:00,TIME_WINDOW_STOP_LOSS,10000000.0
20260915,2026-09-15T10:27:00+09:00,2,MORNING,UP_RED,1.2,1.0,1.2,1.2,12000000.0,20000000.0,12000000.0,0.0,False,False,1183,10140.0,11995620.0,1.142209,137015.0512458,2026-09-15T11:45:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,22000000.0
20260915,2026-09-15T14:00:00+09:00,3,AFTERNOON,DOWN_BLUE,1.2,1.0,1.2,0.7999999999999998,12000000.0,8000000.0,8000000.0,4000000.0,True,True,1196,6685.0,7995260.0,0.134331,10740.112710599999,2026-09-15T14:36:00+09:00,TIME_WINDOW_BREAKEVEN_STOP,30000000.0
20260916,2026-09-16T09:06:00+09:00,1,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1003,9965.0,9994895.0,1.665429,166457.87984955,2026-09-16T11:03:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,10000000.0
20260916,2026-09-16T12:51:00+09:00,2,AFTERNOON,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,965,10360.0,9997400.0,0.199421,19936.915053999997,2026-09-16T13:54:00+09:00,TIME_WINDOW_BREAKEVEN_STOP,20000000.0
20260917,2026-09-17T09:12:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1605,6230.0,9999150.0,-0.410754,-41071.908591,2026-09-17T10:00:00+09:00,OPPOSITE_SIGNAL,10000000.0
20260917,2026-09-17T10:00:00+09:00,2,MORNING,UP_RED,1.0,1.0,1.0,1.0,10000000.0,20000000.0,10000000.0,0.0,False,False,948,10540.0,9991920.0,-0.279696,-27947.0005632,2026-09-17T10:57:00+09:00,SMALL_WHIPSAW_HOLD_EXIT,20000000.0
20260918,2026-09-18T09:06:00+09:00,1,MORNING,DOWN_BLUE,1.0,1.0,1.0,1.0,10000000.0,30000000.0,10000000.0,0.0,False,False,1748,5720.0,9998560.0,-0.526748,-52667.2148288,2026-09-18T09:21:00+09:00,WHIPSAW_WATCH_DETERIORATION_EXIT,10000000.0
